date,USDSGD,USDCNY,USDEUR,USDGBP,USDCHF,USDJPY,USDGOLD
25/06/2013 00:00,1.269,6.145,0.764,0.648,0.938,97.965,1276.1
26/06/2013 00:00,1.274,6.147,0.769,0.653,0.943,97.815,1230.5
27/06/2013 00:00,1.267,6.149,0.767,0.655,0.945,98.425,1209.3
28/06/2013 00:00,1.267,6.138,0.768,0.657,0.945,99.315,1215.0
01/07/2013 00:00,1.264,6.133,0.765,0.657,0.945,99.625,1255.7
02/07/2013 00:00,1.272,6.133,0.771,0.66,0.951,100.625,1244.9
03/07/2013 00:00,1.274,6.131,0.769,0.654,0.947,99.965,1248.5
04/07/2013 00:00,1.273,6.126,0.775,0.663,0.956,100.075,1249.4
05/07/2013 00:00,1.28,6.133,0.78,0.671,0.964,101.205,1214.4
08/07/2013 00:00,1.279,6.134,0.777,0.669,0.963,100.945,1235.0
09/07/2013 00:00,1.278,6.13,0.782,0.673,0.973,101.105,1247.8
10/07/2013 00:00,1.27,6.134,0.769,0.665,0.955,99.715,1252.6
11/07/2013 00:00,1.258,6.135,0.764,0.659,0.947,99.005,1280.4
12/07/2013 00:00,1.261,6.138,0.765,0.662,0.946,99.24,1277.0
15/07/2013 00:00,1.263,6.138,0.766,0.662,0.948,99.905,1283.4
16/07/2013 00:00,1.259,6.135,0.76,0.66,0.94,99.125,1291.1
17/07/2013 00:00,1.261,6.135,0.762,0.657,0.941,99.565,1272.9
18/07/2013 00:00,1.267,6.141,0.763,0.657,0.944,100.505,1284.9
19/07/2013 00:00,1.266,6.138,0.761,0.655,0.941,100.625,1290.7
22/07/2013 00:00,1.261,6.141,0.758,0.651,0.936,99.575,1332.2
23/07/2013 00:00,1.264,6.137,0.756,0.651,0.935,99.475,1336.9
24/07/2013 00:00,1.268,6.136,0.758,0.653,0.937,100.245,1318.6
25/07/2013 00:00,1.265,6.135,0.753,0.65,0.93,99.255,1326.0
26/07/2013 00:00,1.262,6.132,0.753,0.65,0.928,98.265,1324.7
29/07/2013 00:00,1.266,6.133,0.754,0.652,0.931,97.935,1330.7
30/07/2013 00:00,1.271,6.132,0.754,0.656,0.93,97.985,1324.6
31/07/2013 00:00,1.271,6.129,0.752,0.658,0.926,97.795,1310.7
01/08/2013 00:00,1.277,6.131,0.757,0.661,0.937,99.515,1311.5
02/08/2013 00:00,1.272,6.13,0.753,0.654,0.929,98.95,1312.6
05/08/2013 00:00,1.268,6.125,0.754,0.651,0.927,98.265,1302.4
06/08/2013 00:00,1.267,6.122,0.752,0.651,0.926,97.755,1283.1
07/08/2013 00:00,1.267,6.119,0.75,0.646,0.921,96.335,1285.7
08/08/2013 00:00,1.26,6.121,0.747,0.644,0.92,96.645,1310.9
09/08/2013 00:00,1.257,6.122,0.75,0.645,0.922,96.215,1311.8
12/08/2013 00:00,1.263,6.122,0.752,0.647,0.926,97.065,1334.5
13/08/2013 00:00,1.268,6.122,0.754,0.647,0.933,98.265,1321.8
14/08/2013 00:00,1.27,6.12,0.754,0.645,0.935,98.055,1334.4
15/08/2013 00:00,1.269,6.113,0.749,0.639,0.926,97.295,1363.5
16/08/2013 00:00,1.27,6.115,0.75,0.64,0.923,97.58,1370.7
19/08/2013 00:00,1.277,6.123,0.75,0.639,0.924,97.625,1364.9
20/08/2013 00:00,1.274,6.125,0.745,0.638,0.917,97.295,1374.6
21/08/2013 00:00,1.284,6.123,0.749,0.639,0.922,97.65,1371.1
22/08/2013 00:00,1.282,6.121,0.749,0.642,0.923,98.785,1371.0
23/08/2013 00:00,1.279,6.121,0.747,0.642,0.921,98.735,1397.4
26/08/2013 00:00,1.281,6.121,0.748,0.642,0.922,98.445,1392.3
27/08/2013 00:00,1.283,6.122,0.747,0.643,0.917,97.035,1420.1
28/08/2013 00:00,1.275,6.12,0.75,0.644,0.922,97.705,1419.8
29/08/2013 00:00,1.276,6.121,0.756,0.645,0.931,98.325,1411.2
30/08/2013 00:00,1.275,6.12,0.757,0.645,0.93,98.175,1395.9
02/09/2013 00:00,1.274,6.12,0.758,0.643,0.934,99.365,1390.7
03/09/2013 00:00,1.278,6.121,0.759,0.643,0.937,99.565,1411.8
04/09/2013 00:00,1.275,6.12,0.757,0.64,0.936,99.755,1387.1
05/09/2013 00:00,1.281,6.12,0.762,0.641,0.945,100.165,1371.0
06/09/2013 00:00,1.275,6.121,0.759,0.64,0.938,99.105,1387.5
09/09/2013 00:00,1.269,6.121,0.754,0.637,0.932,99.605,1389.5
10/09/2013 00:00,1.269,6.12,0.754,0.636,0.935,100.415,1362.5
11/09/2013 00:00,1.266,6.119,0.751,0.632,0.931,99.915,1362.9
12/09/2013 00:00,1.267,6.118,0.752,0.633,0.93,99.465,1331.8
13/09/2013 00:00,1.271,6.119,0.752,0.63,0.93,99.375,1316.8
16/09/2013 00:00,1.262,6.12,0.75,0.629,0.927,99.035,1318.1
17/09/2013 00:00,1.259,6.122,0.749,0.629,0.926,99.145,1308.9
18/09/2013 00:00,1.247,6.121,0.74,0.619,0.913,98.105,1297.0
23/09/2013 00:00,1.25,6.121,0.741,0.623,0.911,98.785,1324.4
24/09/2013 00:00,1.254,6.121,0.742,0.625,0.913,98.735,1314.5
25/09/2013 00:00,1.255,6.12,0.739,0.622,0.91,98.465,1335.1
26/09/2013 00:00,1.255,6.121,0.741,0.624,0.91,98.945,1324.2
27/09/2013 00:00,1.257,6.12,0.739,0.619,0.906,98.26,1337.4
30/09/2013 00:00,1.256,6.122,0.739,0.618,0.905,98.265,1324.8
07/10/2013 00:00,1.248,6.122,0.737,0.622,0.903,96.625,1324.0
08/10/2013 00:00,1.25,6.121,0.737,0.622,0.904,96.885,1323.1
09/10/2013 00:00,1.25,6.121,0.739,0.627,0.91,97.365,1302.5
10/10/2013 00:00,1.248,6.116,0.74,0.626,0.912,98.285,1296.7
11/10/2013 00:00,1.246,6.121,0.738,0.627,0.912,98.55,1268.2
14/10/2013 00:00,1.244,6.108,0.737,0.626,0.91,98.635,1278.9
15/10/2013 00:00,1.244,6.103,0.739,0.625,0.912,98.2,1274.2
16/10/2013 00:00,1.243,6.1,0.739,0.627,0.913,98.765,1279.9
17/10/2013 00:00,1.24,6.098,0.731,0.619,0.903,97.865,1320.4
18/10/2013 00:00,1.239,6.097,0.731,0.618,0.902,97.735,1312.6
21/10/2013 00:00,1.242,6.093,0.731,0.62,0.902,98.165,1316.5
22/10/2013 00:00,1.235,6.093,0.726,0.616,0.895,98.075,1341.2
23/10/2013 00:00,1.239,6.084,0.726,0.619,0.892,97.325,1331.9
24/10/2013 00:00,1.237,6.082,0.725,0.617,0.892,97.315,1350.0
25/10/2013 00:00,1.236,6.084,0.724,0.619,0.892,97.385,1346.7
28/10/2013 00:00,1.237,6.086,0.725,0.62,0.896,97.655,1353.6
29/10/2013 00:00,1.241,6.09,0.727,0.623,0.899,98.175,1345.2
30/10/2013 00:00,1.24,6.094,0.729,0.624,0.899,98.455,1349.1
31/10/2013 00:00,1.242,6.095,0.736,0.623,0.907,98.375,1322.8
01/11/2013 00:00,1.243,6.1,0.741,0.628,0.912,98.63,1311.8
04/11/2013 00:00,1.243,6.099,0.74,0.626,0.91,98.615,1312.9
05/11/2013 00:00,1.243,6.097,0.742,0.623,0.913,98.525,1309.4
06/11/2013 00:00,1.243,6.093,0.74,0.622,0.912,98.625,1316.3
07/11/2013 00:00,1.245,6.091,0.745,0.621,0.916,98.135,1307.2
08/11/2013 00:00,1.247,6.091,0.748,0.624,0.921,99.045,1283.9
11/11/2013 00:00,1.249,6.091,0.746,0.626,0.919,99.185,1281.8
12/11/2013 00:00,1.25,6.092,0.744,0.629,0.918,99.605,1282.3
13/11/2013 00:00,1.246,6.093,0.741,0.623,0.914,99.235,1273.2
14/11/2013 00:00,1.247,6.092,0.743,0.623,0.917,100.075,1289.9
15/11/2013 00:00,1.246,6.092,0.741,0.62,0.914,100.145,1286.5
18/11/2013 00:00,1.247,6.092,0.741,0.621,0.913,99.935,1273.0
19/11/2013 00:00,1.243,6.093,0.739,0.621,0.911,100.165,1274.5
20/11/2013 00:00,1.247,6.093,0.744,0.621,0.916,100.015,1257.8
21/11/2013 00:00,1.25,6.093,0.742,0.617,0.913,101.145,1245.1
22/11/2013 00:00,1.249,6.094,0.737,0.616,0.907,101.28,1243.5
25/11/2013 00:00,1.25,6.093,0.74,0.619,0.911,101.495,1238.9
26/11/2013 00:00,1.252,6.093,0.737,0.617,0.906,101.255,1243.0
27/11/2013 00:00,1.255,6.092,0.737,0.614,0.908,102.235,1238.9
28/11/2013 00:00,1.256,6.092,0.735,0.612,0.906,102.295,1244.5
29/11/2013 00:00,1.256,6.093,0.736,0.611,0.907,102.495,1251.2
02/12/2013 00:00,1.256,6.093,0.739,0.611,0.909,102.925,1223.1
03/12/2013 00:00,1.253,6.092,0.736,0.61,0.905,102.415,1222.4
04/12/2013 00:00,1.255,6.092,0.736,0.61,0.902,102.345,1247.3
05/12/2013 00:00,1.254,6.091,0.731,0.612,0.896,101.745,1232.9
06/12/2013 00:00,1.249,6.082,0.73,0.612,0.892,102.915,1231.5
09/12/2013 00:00,1.249,6.072,0.728,0.609,0.89,103.255,1233.8
10/12/2013 00:00,1.249,6.071,0.727,0.608,0.887,102.835,1262.7
11/12/2013 00:00,1.252,6.072,0.725,0.611,0.886,102.485,1258.7
12/12/2013 00:00,1.256,6.072,0.727,0.612,0.889,103.575,1226.1
13/12/2013 00:00,1.256,6.071,0.728,0.613,0.89,103.235,1235.3
16/12/2013 00:00,1.256,6.072,0.727,0.614,0.887,103.055,1246.5
17/12/2013 00:00,1.258,6.071,0.726,0.615,0.885,102.605,1231.7
18/12/2013 00:00,1.262,6.072,0.731,0.61,0.894,104.245,1237.6
19/12/2013 00:00,1.266,6.071,0.732,0.611,0.898,104.225,1195.2
20/12/2013 00:00,1.267,6.071,0.731,0.612,0.896,104.065,1205.4
23/12/2013 00:00,1.268,6.07,0.73,0.611,0.894,104.205,1199.0
24/12/2013 00:00,1.268,6.072,0.731,0.611,0.896,104.34,1205.5
27/12/2013 00:00,1.269,6.069,0.727,0.607,0.891,105.155,1214.0
30/12/2013 00:00,1.268,6.062,0.725,0.606,0.888,105.025,1202.9
31/12/2013 00:00,1.263,6.054,0.727,0.603,0.893,105.3,1202.9
02/01/2014 00:00,1.267,6.051,0.732,0.608,0.899,104.825,1223.1
03/01/2014 00:00,1.267,6.052,0.736,0.609,0.905,104.815,1236.2
06/01/2014 00:00,1.268,6.053,0.733,0.609,0.904,104.195,1237.9
07/01/2014 00:00,1.271,6.051,0.734,0.61,0.909,104.685,1228.4
08/01/2014 00:00,1.274,6.051,0.737,0.608,0.911,104.885,1224.2
09/01/2014 00:00,1.271,6.055,0.735,0.607,0.907,104.805,1226.2
10/01/2014 00:00,1.264,6.052,0.732,0.607,0.903,104.155,1242.8
13/01/2014 00:00,1.265,6.043,0.732,0.61,0.899,103.015,1251.1
14/01/2014 00:00,1.269,6.041,0.731,0.608,0.903,104.265,1242.0
15/01/2014 00:00,1.273,6.046,0.735,0.611,0.909,104.585,1238.9
16/01/2014 00:00,1.273,6.056,0.734,0.612,0.905,104.365,1241.1
17/01/2014 00:00,1.276,6.05,0.739,0.609,0.91,104.315,1251.6
20/01/2014 00:00,1.276,6.053,0.738,0.609,0.91,104.205,1253.6
21/01/2014 00:00,1.278,6.051,0.738,0.607,0.91,104.275,1239.0
22/01/2014 00:00,1.279,6.051,0.738,0.603,0.911,104.525,1240.3
23/01/2014 00:00,1.278,6.052,0.73,0.601,0.897,103.355,1262.0
24/01/2014 00:00,1.278,6.049,0.731,0.607,0.899,102.285,1263.1
27/01/2014 00:00,1.276,6.048,0.731,0.603,0.896,102.655,1264.4
28/01/2014 00:00,1.274,6.051,0.732,0.604,0.9,103.415,1253.3
29/01/2014 00:00,1.277,6.056,0.732,0.604,0.894,102.135,1262.0
30/01/2014 00:00,1.276,6.061,0.738,0.607,0.902,102.775,1243.2
31/01/2014 00:00,1.277,6.061,0.741,0.608,0.906,102.015,1240.0
03/02/2014 00:00,1.276,6.061,0.739,0.613,0.901,101.125,1259.8
04/02/2014 00:00,1.269,6.061,0.74,0.613,0.904,101.625,1252.1
05/02/2014 00:00,1.268,6.061,0.739,0.613,0.903,101.485,1256.3
06/02/2014 00:00,1.268,6.061,0.736,0.613,0.901,102.045,1257.2
07/02/2014 00:00,1.269,6.063,0.733,0.609,0.898,102.325,1263.8
10/02/2014 00:00,1.271,6.059,0.733,0.61,0.897,102.235,1274.4
11/02/2014 00:00,1.267,6.061,0.733,0.608,0.898,102.625,1290.3
12/02/2014 00:00,1.266,6.062,0.736,0.602,0.9,102.525,1294.3
13/02/2014 00:00,1.265,6.064,0.731,0.6,0.893,102.225,1300.9
14/02/2014 00:00,1.259,6.067,0.73,0.597,0.892,101.865,1317.7
17/02/2014 00:00,1.259,6.064,0.73,0.598,0.891,101.925,1329.1
18/02/2014 00:00,1.262,6.067,0.727,0.6,0.888,102.395,1323.5
19/02/2014 00:00,1.265,6.077,0.728,0.599,0.889,102.315,1319.5
20/02/2014 00:00,1.264,6.084,0.729,0.601,0.89,102.335,1317.2
21/02/2014 00:00,1.267,6.092,0.728,0.602,0.892,102.495,1324.2
24/02/2014 00:00,1.263,6.099,0.728,0.6,0.889,102.485,1338.5
25/02/2014 00:00,1.264,6.125,0.728,0.6,0.887,102.185,1343.0
26/02/2014 00:00,1.267,6.125,0.731,0.6,0.89,102.385,1327.5
27/02/2014 00:00,1.265,6.128,0.729,0.599,0.888,102.115,1331.7
28/02/2014 00:00,1.268,6.145,0.725,0.597,0.882,101.785,1324.9
03/03/2014 00:00,1.271,6.146,0.728,0.6,0.883,101.425,1350.6
04/03/2014 00:00,1.269,6.144,0.728,0.6,0.887,102.215,1337.4
05/03/2014 00:00,1.27,6.128,0.728,0.598,0.887,102.325,1341.0
06/03/2014 00:00,1.263,6.119,0.721,0.597,0.88,103.085,1350.1
07/03/2014 00:00,1.269,6.126,0.721,0.598,0.879,103.265,1337.7
10/03/2014 00:00,1.268,6.139,0.721,0.601,0.878,103.265,1344.7
11/03/2014 00:00,1.268,6.14,0.722,0.602,0.878,102.965,1346.1
12/03/2014 00:00,1.267,6.145,0.719,0.602,0.874,102.755,1368.0
13/03/2014 00:00,1.267,6.136,0.721,0.602,0.874,101.815,1373.9
14/03/2014 00:00,1.266,6.15,0.719,0.601,0.873,101.355,1378.0
17/03/2014 00:00,1.265,6.178,0.718,0.601,0.873,101.795,1372.2
18/03/2014 00:00,1.264,6.192,0.718,0.603,0.873,101.405,1353.4
19/03/2014 00:00,1.274,6.195,0.723,0.605,0.882,102.375,1343.0
20/03/2014 00:00,1.277,6.228,0.726,0.606,0.884,102.415,1329.5
21/03/2014 00:00,1.274,6.225,0.725,0.607,0.883,102.235,1335.8
24/03/2014 00:00,1.272,6.196,0.723,0.606,0.881,102.235,1312.0
25/03/2014 00:00,1.268,6.202,0.723,0.605,0.882,102.285,1312.9
26/03/2014 00:00,1.267,6.209,0.725,0.603,0.885,102.045,1311.8
27/03/2014 00:00,1.263,6.213,0.728,0.602,0.887,102.215,1293.9
28/03/2014 00:00,1.259,6.212,0.727,0.601,0.887,102.825,1293.4
31/03/2014 00:00,1.258,6.217,0.726,0.6,0.884,103.215,1284.0
01/04/2014 00:00,1.259,6.207,0.725,0.601,0.884,103.685,1279.5
02/04/2014 00:00,1.263,6.206,0.726,0.602,0.887,103.845,1290.0
03/04/2014 00:00,1.263,6.211,0.729,0.603,0.891,103.905,1284.7
04/04/2014 00:00,1.259,6.212,0.73,0.603,0.892,103.305,1303.1
07/04/2014 00:00,1.259,6.212,0.728,0.602,0.888,103.065,1297.2
08/04/2014 00:00,1.252,6.197,0.725,0.597,0.883,101.845,1308.1
09/04/2014 00:00,1.247,6.201,0.722,0.596,0.88,101.985,1305.0
10/04/2014 00:00,1.25,6.213,0.72,0.596,0.876,101.455,1318.8
11/04/2014 00:00,1.249,6.211,0.72,0.598,0.877,101.605,1317.6
14/04/2014 00:00,1.253,6.219,0.724,0.598,0.88,101.875,1327.0
15/04/2014 00:00,1.253,6.222,0.724,0.598,0.88,101.845,1299.6
16/04/2014 00:00,1.251,6.221,0.724,0.595,0.882,102.235,1303.0
17/04/2014 00:00,1.253,6.219,0.724,0.595,0.883,102.385,1293.8
22/04/2014 00:00,1.256,6.238,0.724,0.594,0.885,102.605,1280.9
23/04/2014 00:00,1.256,6.238,0.724,0.596,0.883,102.535,1284.0
24/04/2014 00:00,1.258,6.249,0.723,0.595,0.882,102.275,1290.0
25/04/2014 00:00,1.257,6.254,0.723,0.595,0.882,102.165,1301.2
28/04/2014 00:00,1.257,6.253,0.722,0.595,0.88,102.485,1299.1
29/04/2014 00:00,1.256,6.258,0.724,0.594,0.884,102.645,1295.8
30/04/2014 00:00,1.254,6.259,0.721,0.593,0.88,102.225,1296.5
01/05/2014 00:00,1.253,6.259,0.721,0.592,0.879,102.315,1282.7
05/05/2014 00:00,1.25,6.246,0.721,0.593,0.878,102.145,1309.4
06/05/2014 00:00,1.248,6.226,0.718,0.589,0.874,101.705,1308.0
07/05/2014 00:00,1.249,6.234,0.719,0.59,0.876,101.855,1288.0
08/05/2014 00:00,1.248,6.228,0.723,0.591,0.88,101.655,1287.0
09/05/2014 00:00,1.249,6.228,0.727,0.593,0.885,101.865,1291.6
12/05/2014 00:00,1.251,6.238,0.727,0.593,0.888,102.135,1290.0
13/05/2014 00:00,1.252,6.229,0.73,0.594,0.89,102.255,1290.6
14/05/2014 00:00,1.251,6.229,0.729,0.596,0.89,101.845,1305.0
15/05/2014 00:00,1.252,6.231,0.729,0.596,0.891,101.575,1295.5
16/05/2014 00:00,1.251,6.234,0.73,0.595,0.893,101.495,1292.8
19/05/2014 00:00,1.25,6.238,0.729,0.595,0.892,101.475,1297.0
20/05/2014 00:00,1.253,6.238,0.73,0.594,0.892,101.285,1294.7
21/05/2014 00:00,1.251,6.234,0.731,0.592,0.893,101.425,1287.4
22/05/2014 00:00,1.251,6.235,0.732,0.593,0.894,101.715,1294.4
23/05/2014 00:00,1.253,6.237,0.734,0.594,0.895,101.965,1293.4
26/05/2014 00:00,1.253,6.24,0.733,0.594,0.895,101.935,1291.9
27/05/2014 00:00,1.257,6.249,0.733,0.595,0.897,102.015,1266.7
28/05/2014 00:00,1.256,6.254,0.736,0.598,0.898,101.835,1259.2
29/05/2014 00:00,1.255,6.238,0.735,0.598,0.898,101.745,1255.3
30/05/2014 00:00,1.255,6.248,0.733,0.597,0.895,101.775,1244.9
02/06/2014 00:00,1.257,6.248,0.735,0.597,0.898,102.375,1243.5
03/06/2014 00:00,1.256,6.255,0.734,0.597,0.896,102.515,1244.1
04/06/2014 00:00,1.258,6.25,0.735,0.597,0.897,102.715,1243.3
05/06/2014 00:00,1.252,6.257,0.732,0.595,0.891,102.415,1253.5
06/06/2014 00:00,1.252,6.251,0.733,0.595,0.898,102.515,1251.3
09/06/2014 00:00,1.25,6.24,0.736,0.595,0.897,102.525,1253.7
10/06/2014 00:00,1.25,6.225,0.738,0.597,0.899,102.345,1259.4
11/06/2014 00:00,1.25,6.228,0.739,0.596,0.9,101.995,1259.3
12/06/2014 00:00,1.248,6.219,0.738,0.591,0.898,101.745,1273.4
13/06/2014 00:00,1.251,6.21,0.739,0.589,0.899,101.965,1274.7
16/06/2014 00:00,1.251,6.227,0.737,0.589,0.897,101.815,1274.9
17/06/2014 00:00,1.254,6.227,0.738,0.59,0.899,102.155,1270.8
18/06/2014 00:00,1.249,6.231,0.736,0.589,0.896,101.925,1271.5
19/06/2014 00:00,1.25,6.229,0.735,0.587,0.894,101.945,1311.5
20/06/2014 00:00,1.249,6.225,0.735,0.588,0.895,102.065,1314.8
23/06/2014 00:00,1.249,6.226,0.735,0.587,0.894,101.915,1318.5
24/06/2014 00:00,1.249,6.231,0.735,0.589,0.894,101.945,1320.9
25/06/2014 00:00,1.25,6.234,0.734,0.589,0.893,101.825,1322.2
26/06/2014 00:00,1.249,6.224,0.735,0.587,0.893,101.675,1316.3
27/06/2014 00:00,1.25,6.219,0.733,0.587,0.891,101.375,1318.5
30/06/2014 00:00,1.247,6.204,0.73,0.584,0.887,101.295,1321.8
01/07/2014 00:00,1.245,6.2,0.731,0.583,0.887,101.555,1326.5
02/07/2014 00:00,1.248,6.211,0.732,0.583,0.889,101.755,1329.1
03/07/2014 00:00,1.247,6.212,0.735,0.583,0.893,102.185,1320.4
04/07/2014 00:00,1.246,6.204,0.736,0.583,0.893,102.075,1320.7
07/07/2014 00:00,1.247,6.204,0.735,0.584,0.893,101.865,1316.6
08/07/2014 00:00,1.243,6.202,0.735,0.584,0.893,101.535,1316.0
09/07/2014 00:00,1.242,6.2,0.733,0.583,0.891,101.635,1324.8
10/07/2014 00:00,1.241,6.203,0.735,0.584,0.893,101.335,1338.0
11/07/2014 00:00,1.241,6.204,0.735,0.584,0.893,101.375,1336.6
14/07/2014 00:00,1.241,6.206,0.734,0.585,0.892,101.525,1305.9
15/07/2014 00:00,1.244,6.208,0.737,0.583,0.896,101.665,1298.1
16/07/2014 00:00,1.242,6.204,0.739,0.584,0.898,101.655,1299.6
17/07/2014 00:00,1.244,6.204,0.739,0.585,0.898,101.165,1316.7
18/07/2014 00:00,1.242,6.208,0.739,0.585,0.9,101.345,1309.0
21/07/2014 00:00,1.24,6.209,0.739,0.586,0.898,101.415,1313.4
22/07/2014 00:00,1.24,6.203,0.743,0.586,0.902,101.475,1306.1
23/07/2014 00:00,1.237,6.199,0.743,0.587,0.902,101.525,1304.5
24/07/2014 00:00,1.241,6.195,0.743,0.589,0.902,101.795,1297.5
25/07/2014 00:00,1.242,6.192,0.744,0.589,0.905,101.835,1303.1
28/07/2014 00:00,1.242,6.188,0.744,0.589,0.904,101.835,1303.3
29/07/2014 00:00,1.243,6.181,0.746,0.59,0.907,102.105,1310.0
30/07/2014 00:00,1.244,6.172,0.747,0.591,0.909,102.815,1293.5
31/07/2014 00:00,1.247,6.174,0.747,0.592,0.909,102.795,1282.3
01/08/2014 00:00,1.247,6.18,0.745,0.595,0.901,102.585,1293.6
04/08/2014 00:00,1.246,6.179,0.745,0.593,0.907,102.545,1287.4
05/08/2014 00:00,1.247,6.171,0.748,0.592,0.909,102.605,1284.2
06/08/2014 00:00,1.248,6.163,0.747,0.593,0.907,102.115,1306.7
07/08/2014 00:00,1.252,6.162,0.748,0.594,0.909,102.095,1311.2
08/08/2014 00:00,1.252,6.156,0.746,0.596,0.904,102.035,1308.9
11/08/2014 00:00,1.25,6.154,0.747,0.596,0.907,102.175,1308.5
12/08/2014 00:00,1.251,6.158,0.748,0.595,0.907,102.255,1311.9
13/08/2014 00:00,1.25,6.154,0.748,0.599,0.907,102.415,1312.5
14/08/2014 00:00,1.246,6.153,0.748,0.599,0.907,102.455,1313.9
15/08/2014 00:00,1.246,6.147,0.746,0.599,0.903,102.355,1304.5
18/08/2014 00:00,1.245,6.143,0.748,0.598,0.906,102.565,1297.3
19/08/2014 00:00,1.248,6.141,0.751,0.602,0.909,102.895,1294.5
20/08/2014 00:00,1.251,6.14,0.754,0.603,0.913,103.715,1293.4
21/08/2014 00:00,1.25,6.152,0.753,0.603,0.911,103.825,1273.8
22/08/2014 00:00,1.249,6.152,0.755,0.604,0.913,103.915,1279.5
25/08/2014 00:00,1.25,6.154,0.758,0.603,0.916,104.035,1277.6
26/08/2014 00:00,1.25,6.153,0.759,0.605,0.918,104.095,1283.7
27/08/2014 00:00,1.248,6.143,0.758,0.603,0.915,103.855,1281.7
28/08/2014 00:00,1.25,6.143,0.759,0.603,0.915,103.725,1289.2
29/08/2014 00:00,1.249,6.143,0.761,0.602,0.937,104.075,1285.9
01/09/2014 00:00,1.25,6.142,0.762,0.602,0.92,104.33,1286.4
02/09/2014 00:00,1.254,6.148,0.761,0.607,0.919,105.095,1263.6
03/09/2014 00:00,1.251,6.141,0.761,0.608,0.918,104.835,1268.2
04/09/2014 00:00,1.256,6.139,0.773,0.613,0.932,105.275,1264.3
05/09/2014 00:00,1.254,6.141,0.772,0.613,0.936,105.155,1265.8
08/09/2014 00:00,1.259,6.141,0.775,0.621,0.935,106.015,1252.7
09/09/2014 00:00,1.262,6.137,0.773,0.621,0.933,106.235,1246.8
10/09/2014 00:00,1.264,6.129,0.774,0.617,0.937,106.845,1243.5
11/09/2014 00:00,1.263,6.13,0.774,0.614,0.936,106.995,1237.4
12/09/2014 00:00,1.263,6.135,0.771,0.615,0.933,107.335,1229.9
15/09/2014 00:00,1.264,6.142,0.773,0.616,0.935,107.185,1233.6
16/09/2014 00:00,1.261,6.146,0.772,0.615,0.933,107.125,1238.3
17/09/2014 00:00,1.268,6.139,0.779,0.615,0.942,108.505,1236.2
18/09/2014 00:00,1.267,6.141,0.774,0.608,0.934,108.735,1220.4
19/09/2014 00:00,1.267,6.141,0.779,0.614,0.939,109.045,1215.3
22/09/2014 00:00,1.27,6.141,0.778,0.611,0.94,108.825,1213.4
23/09/2014 00:00,1.269,6.138,0.778,0.61,0.94,108.865,1221.8
24/09/2014 00:00,1.267,6.137,0.782,0.612,0.946,109.065,1216.8
25/09/2014 00:00,1.271,6.136,0.784,0.613,0.947,108.715,1221.2
26/09/2014 00:00,1.275,6.127,0.788,0.616,0.952,109.245,1215.3
29/09/2014 00:00,1.274,6.15,0.788,0.616,0.951,109.475,1217.2
30/09/2014 00:00,1.276,6.139,0.792,0.617,0.955,109.565,1210.4
06/10/2014 00:00,1.276,6.139,0.79,0.622,0.958,108.695,1206.7
08/10/2014 00:00,1.273,6.139,0.785,0.619,0.952,108.145,1205.3
09/10/2014 00:00,1.272,6.13,0.788,0.62,0.954,107.825,1225.0
10/10/2014 00:00,1.277,6.131,0.792,0.622,0.955,107.665,1221.6
13/10/2014 00:00,1.272,6.126,0.785,0.622,0.948,106.935,1229.3
14/10/2014 00:00,1.276,6.126,0.79,0.629,0.954,107.125,1235.8
15/10/2014 00:00,1.273,6.126,0.78,0.625,0.941,105.995,1245.4
16/10/2014 00:00,1.274,6.123,0.781,0.622,0.943,106.305,1236.7
17/10/2014 00:00,1.275,6.124,0.784,0.621,0.946,106.815,1238.3
20/10/2014 00:00,1.27,6.124,0.781,0.619,0.943,106.945,1244.2
21/10/2014 00:00,1.271,6.121,0.787,0.62,0.949,107.065,1251.2
22/10/2014 00:00,1.273,6.118,0.791,0.623,0.954,107.155,1244.8
23/10/2014 00:00,1.277,6.12,0.791,0.624,0.954,108.265,1227.9
24/10/2014 00:00,1.275,6.117,0.789,0.622,0.952,108.185,1231.2
27/10/2014 00:00,1.275,6.117,0.787,0.621,0.95,107.845,1228.6
28/10/2014 00:00,1.272,6.113,0.785,0.62,0.947,108.115,1230.7
29/10/2014 00:00,1.278,6.111,0.791,0.624,0.955,108.785,1224.2
30/10/2014 00:00,1.278,6.115,0.793,0.625,0.956,109.355,1198.1
03/11/2014 00:00,1.291,6.118,0.801,0.626,0.965,113.825,1169.4
05/11/2014 00:00,1.294,6.114,0.801,0.626,0.964,114.685,1145.5
06/11/2014 00:00,1.296,6.112,0.808,0.632,0.973,115.245,1142.3
07/11/2014 00:00,1.289,6.123,0.803,0.63,0.964,114.605,1169.7
10/11/2014 00:00,1.291,6.12,0.805,0.631,0.968,114.825,1159.6
11/11/2014 00:00,1.292,6.125,0.802,0.628,0.965,115.925,1162.3
12/11/2014 00:00,1.291,6.126,0.804,0.634,0.967,115.545,1159.5
13/11/2014 00:00,1.292,6.125,0.801,0.637,0.964,115.765,1161.1
14/11/2014 00:00,1.297,6.13,0.798,0.638,0.958,116.255,1186.7
17/11/2014 00:00,1.298,6.124,0.803,0.639,0.965,116.615,1182.7
18/11/2014 00:00,1.298,6.121,0.798,0.64,0.958,116.935,1196.7
