,USDCHFopen,USDCHFhigh,USDCHFlow,USDCHFclose,USDEURopen,USDEURhigh,USDEURlow,USDEURclose,USDGBPopen,USDGBPhigh,USDGBPlow,USDGBPclose,USDJPYopen,USDJPYhigh,USDJPYlow,USDJPYclose,USDCNYopen,USDCNYhigh,USDCNYlow,USDCNYclose,USDGDopen,USDGDhigh,USDGDlow,USDGDclose
2017-01-17 00:00:00+00:00,1.0110700130462646,1.0115100145339966,0.9997000098228456,1.0111000537872314,0.9430500268936156,0.9432700276374816,0.9330099821090698,0.9431300163269044,0.8305000066757202,0.8305000066757202,0.8067600131034851,0.8305500149726868,114.1259994506836,114.2760009765625,112.73999786376952,114.1520004272461,6.900000095367432,6.901700019836426,6.845300197601318,6.890999794006348,1.4293999671936035,1.4300999641418457,1.416599988937378,1.429669976234436
2017-01-18 00:00:00+00:00,1.0027999877929688,1.0046000480651855,1.0009000301361084,1.0029300451278689,0.9347699880599976,0.9381200075149536,0.9333000183105468,0.9348599910736084,0.8071399927139282,0.8149600028991699,0.8064600229263306,0.8072299957275391,112.90799713134766,113.55500030517578,112.6449966430664,112.87799835205078,6.853600025177002,6.86929988861084,6.827099800109863,6.844600200653076,1.418230056762695,1.4233800172805786,1.417099952697754,1.4181900024414062
2017-01-19 00:00:00+00:00,1.0077699422836304,1.0121300220489502,1.004520058631897,1.0077999830245972,0.940779983997345,0.9443100094795228,0.936609983444214,0.9409300088882446,0.815500020980835,0.8160399794578552,0.8102999925613403,0.8156800270080566,114.73799896240234,115.52100372314452,114.4229965209961,114.76200103759766,6.8379998207092285,6.87559986114502,6.837800025939941,6.8379998207092285,1.4290499687194824,1.4308099746704102,1.4249000549316406,1.4292800426483154
2017-01-20 00:00:00+00:00,1.0061299800872805,1.0092500448226929,1.003440022468567,1.0063300132751465,0.937969982624054,0.9410200119018556,0.9350000023841858,0.9381099939346312,0.8103399872779846,0.8154699802398682,0.8082699775695801,0.810479998588562,114.8939971923828,115.37000274658205,114.5459976196289,114.9800033569336,6.870500087738037,6.878099918365479,6.851099967956543,6.861299991607666,1.425379991531372,1.431059956550598,1.4234000444412231,1.4251999855041504
2017-01-23 00:00:00+00:00,1.0012099742889404,1.0016800165176392,0.9973000288009644,1.0009100437164309,0.9335799813270568,0.9338499903678894,0.9297000169754028,0.9333800077438354,0.807420015335083,0.8076099753379822,0.8002899885177612,0.8072999715805054,113.85299682617188,114.03600311279295,112.9749984741211,113.80999755859376,6.875500202178955,6.875500202178955,6.846799850463867,6.875500202178955,1.420199990272522,1.4220999479293823,1.41729998588562,1.420490026473999
2017-01-24 00:00:00+00:00,0.9973000288009644,1.001389980316162,0.9959999918937684,0.997349977493286,0.9295799732208252,0.9321600198745728,0.9282600283622742,0.9293000102043152,0.799049973487854,0.8050199747085571,0.7971000075340271,0.7989000082015991,112.83799743652344,113.46800231933594,112.58000183105467,112.77999877929688,6.853000164031982,6.859099864959717,6.835700035095215,6.843999862670898,1.417799949645996,1.420549988746643,1.4146599769592283,1.417829990386963
2017-01-25 00:00:00+00:00,1.001139998435974,1.002519965171814,0.9967899918556212,1.0010700225830078,0.9321500062942504,0.9335200190544128,0.9286100268363952,0.9320799708366394,0.797980010509491,0.8004199862480164,0.7926300168037415,0.7978900074958801,113.90299987792967,113.96199798583984,113.08300018310548,113.83999633789062,6.858200073242188,6.883800029754639,6.856599807739258,6.848999977111816,1.4213600158691406,1.4213600158691406,1.4160000085830688,1.4210200309753418
2017-01-26 00:00:00+00:00,0.9987300038337708,1.0006599426269531,0.9968000054359436,0.9990400075912476,0.9297999739646912,0.9371500015258788,0.9287999868392944,0.9300600290298462,0.7911999821662903,0.7960600256919861,0.7889999747276306,0.7915099859237671,113.19200134277344,114.76799774169922,113.06700134277344,113.29299926757812,6.882599830627441,6.882599830627441,6.86329984664917,6.873600006103516,1.412410020828247,1.425879955291748,1.4112000465393066,1.4131799936294556
2017-01-27 00:00:00+00:00,0.9998800158500672,1.0025299787521362,0.9969900250434875,0.9998999834060668,0.9360799789428712,0.938040018081665,0.932420015335083,0.9360700249671936,0.7939000129699707,0.7985900044441223,0.7930999994277954,0.793940007686615,114.4250030517578,115.33599853515624,114.4010009765625,114.45500183105467,6.878399848937988,6.878900051116943,6.878200054168701,6.878399848937988,1.4264099597930908,1.4294999837875366,1.4240000247955322,1.4263499975204468
2017-01-30 00:00:00+00:00,0.9972800016403198,1.004289984703064,0.9961000084877014,0.9973999857902528,0.9329100251197816,0.941540002822876,0.9310700297355652,0.9333599805831908,0.7940400242805481,0.8004000186920166,0.7936400175094604,0.794160008430481,114.68299865722656,114.91500091552734,113.76399993896484,114.66799926757812,6.882800102233887,6.882800102233887,6.88070011138916,6.882999897003174,1.4281200170516968,1.428699970245361,1.4220000505447388,1.4284100532531738
2017-01-31 00:00:00+00:00,0.9945399761199952,0.9964799880981444,0.986109972000122,0.9943600296974182,0.9339600205421448,0.9358000159263612,0.9250400066375732,0.9338300228118896,0.7998999953269958,0.8054199814796448,0.794439971446991,0.800000011920929,113.69400024414062,113.93199920654295,112.08300018310548,113.6500015258789,6.88070011138916,6.883999824523926,6.880199909210205,6.88070011138916,1.42044997215271,1.4211100339889526,1.4068000316619873,1.4202100038528442
2017-02-01 00:00:00+00:00,0.9890000224113464,0.9940699934959412,0.9884899854660034,0.9890000224113464,0.9257000088691713,0.9311500191688538,0.9251999855041504,0.925599992275238,0.7944700121879578,0.796970009803772,0.7898899912834167,0.7943000197410583,112.76799774169922,113.91500091552734,112.76799774169922,112.74299621582033,6.878699779510498,6.885799884796143,6.876100063323975,6.878699779510498,1.4096800088882446,1.4166200160980225,1.4096800088882446,1.4095499515533447
2017-02-02 00:00:00+00:00,0.9929599761962892,0.9929599761962892,0.9869999885559082,0.9931100010871888,0.9286400079727172,0.9286400079727172,0.9236500263214112,0.928730010986328,0.7897099852561951,0.7979999780654907,0.7870500087738037,0.7897999882698059,113.24299621582033,113.24299621582033,112.0770034790039,113.31099700927734,6.882599830627441,6.886199951171875,6.867899894714356,6.880899906158447,1.4129400253295898,1.4129400253295898,1.4076000452041626,1.4130699634552002
2017-02-03 00:00:00+00:00,0.992389976978302,0.997439980506897,0.9907000064849854,0.9924499988555908,0.9290800094604492,0.9320600032806396,0.9261699914932252,0.9292200207710266,0.7986999750137329,0.8025000095367432,0.7973999977111816,0.7987200021743774,112.77899932861328,113.23200225830078,112.32350158691406,112.78900146484376,6.879799842834473,6.887499809265137,6.86329984664917,6.880000114440918,1.4119399785995483,1.414639949798584,1.4054800271987915,1.411929965019226
2017-02-06 00:00:00+00:00,0.9922999739646912,0.9961400032043456,0.9915800094604492,0.9923499822616576,0.9273499846458436,0.9340000152587892,0.9268800020217896,0.9273899793624878,0.8011500239372253,0.8045799732208252,0.800000011920929,0.801010012626648,112.64700317382812,112.77100372314452,112.02799987792967,112.63899993896484,6.870399951934815,6.8744001388549805,6.818900108337402,6.872200012207031,1.40788996219635,1.4125499725341797,1.4052000045776367,1.4080499410629272
2017-02-07 00:00:00+00:00,0.9913300275802612,1.000630021095276,0.991219997406006,0.991349995136261,0.9308199882507324,0.9383699893951416,0.9308000206947328,0.9308199882507324,0.8019499778747559,0.8098199963569641,0.8008099794387817,0.8020300269126892,111.7979965209961,112.55899810791016,111.5989990234375,111.8270034790039,6.8628997802734375,6.885200023651123,6.859399795532227,6.86359977722168,1.4098700284957886,1.419800043106079,1.4098700284957886,1.4101799726486206
2017-02-08 00:00:00+00:00,0.9977099895477296,0.9998499751091005,0.9932900071144104,0.9977999925613404,0.9364200234413148,0.9396600127220154,0.933929979801178,0.9365000128746032,0.8002200126647949,0.8012199997901917,0.7971400022506714,0.8002399802207947,112.4020004272461,112.5199966430664,111.64900207519533,112.38700103759766,6.884900093078613,6.8902997970581055,6.869999885559082,6.884500026702881,1.4184999465942385,1.419700026512146,1.413100004196167,1.4184000492095947
2017-02-09 00:00:00+00:00,0.9952499866485596,1.001170039176941,0.9936500191688538,0.9952300190925598,0.9352700114250184,0.938319981098175,0.9337000250816344,0.935259997844696,0.7983400225639343,0.8001099824905396,0.7947400212287903,0.7982100248336792,111.95500183105467,113.1790008544922,111.90299987792967,111.9520034790039,6.872399806976318,6.876599788665772,6.856299877166748,6.872499942779541,1.416700005531311,1.419160008430481,1.413100004196167,1.416409969329834
2017-02-10 00:00:00+00:00,1.0015699863433838,1.006160020828247,1.0008000135421753,1.0013999938964844,0.9383599758148192,0.942520022392273,0.9373000264167786,0.9382100105285645,0.8002600073814392,0.8037199974060059,0.7986599802970886,0.8001199960708618,113.43699645996094,113.83999633789062,113.3740005493164,113.43399810791016,6.868599891662598,6.885799884796143,6.864999771118164,6.868599891662598,1.4215999841690063,1.4228700399398804,1.419399976730347,1.4217400550842283
2017-02-13 00:00:00+00:00,1.004539966583252,1.006790041923523,1.0018999576568604,1.0044000148773191,0.9416800141334534,0.9439799785614014,0.938260018825531,0.9416599869728088,0.8010799884796143,0.8010799884796143,0.7973999977111816,0.8009899854660034,113.97000122070312,114.13500213623048,113.4520034790039,113.91400146484376,6.894800186157227,6.898399829864502,6.873000144958496,6.895199775695801,1.4233800172805786,1.4256700277328491,1.419600009918213,1.4232300519943235
2017-02-14 00:00:00+00:00,1.0054800510406494,1.0082600116729736,1.0030800104141235,1.0055999755859375,0.9434700012207032,0.9468100070953368,0.9404500126838684,0.943530023097992,0.7985100150108337,0.8031700253486633,0.796970009803772,0.7985299825668335,113.6729965209961,114.43299865722656,113.27100372314452,113.70500183105467,6.878699779510498,6.887800216674805,6.860400199890137,6.879499912261963,1.4223999977111816,1.4229300022125244,1.4154900312423706,1.4232300519943235
2017-02-15 00:00:00+00:00,1.0062400102615356,1.01173996925354,1.0055999755859375,1.0062600374221802,0.9452999830245972,0.9503800272941588,0.9444699883461,0.945330023765564,0.8019800186157227,0.8074300289154053,0.801800012588501,0.8019000291824341,114.28600311279295,114.94100189208984,114.24099731445312,114.3010025024414,6.866700172424316,6.874899864196777,6.8557000160217285,6.866799831390381,1.420050024986267,1.4264700412750244,1.4185999631881714,1.4200899600982666
2017-02-16 00:00:00+00:00,1.0050400495529177,1.0050499439239502,0.9980000257492064,1.004680037498474,0.9432299733161926,0.9433500170707704,0.9367899894714355,0.9427400231361388,0.8021900057792664,0.8027600049972534,0.7986900210380554,0.8019400238990784,114.13600158691406,114.13600158691406,113.22799682617188,114.11199951171876,6.870299816131592,6.875999927520752,6.845600128173828,6.868400096893311,1.4180999994277954,1.4201600551605225,1.4170000553131104,1.41812002658844
2017-02-17 00:00:00+00:00,0.9975200295448304,1.0013600587844849,0.9968000054359436,0.9972400069236756,0.937470018863678,0.941100001335144,0.9366000294685364,0.9370099902153016,0.8011699914932251,0.8070399761199951,0.7992600202560425,0.8006899952888489,113.35199737548828,113.48300170898438,112.62899780273438,113.30500030517578,6.854800224304199,6.874300003051758,6.838099956512451,6.85260009765625,1.416800022125244,1.418529987335205,1.4148999452590942,1.4164899587631226
2017-02-20 00:00:00+00:00,1.0019099712371826,1.0042799711227417,1.0016000270843506,1.0018600225448608,0.9410200119018556,0.942929983139038,0.9405999779701232,0.9410300254821776,0.8044700026512146,0.8058000206947327,0.801110029220581,0.8042500019073486,112.9000015258789,113.23200225830078,112.83699798583984,112.91100311279295,6.856200218200684,6.88040018081665,6.856200218200684,6.8557000160217285,1.4182900190353394,1.4189000129699707,1.416599988937378,1.418370008468628
2017-02-21 00:00:00+00:00,1.0032199621200562,1.0105199813842771,1.002900004386902,1.0032600164413452,0.9424800276756288,0.949970006942749,0.9422799944877625,0.9425600171089172,0.8016800284385681,0.8062599897384644,0.8011999726295471,0.8017100095748901,113.24299621582033,113.75399780273438,113.24299621582033,113.27999877929688,6.879000186920166,6.900400161743164,6.876200199127197,6.878099918365479,1.4186700582504272,1.42290997505188,1.417799949645996,1.4187400341033936
2017-02-22 00:00:00+00:00,1.0091700553894043,1.0139199495315552,1.0078699588775637,1.0090999603271484,0.9485700130462646,0.9526699781417848,0.9473099708557128,0.9485800266265868,0.8008599877357483,0.8046299815177917,0.7994999885559082,0.8008300065994263,113.65399932861328,113.65399932861328,112.91300201416016,113.66899871826172,6.882699966430664,6.886300086975098,6.867800235748291,6.882599830627441,1.4199299812316897,1.4200799465179443,1.4169000387191772,1.4201799631118774
2017-02-23 00:00:00+00:00,1.0109000205993652,1.0115900039672852,1.0055099725723269,1.010800004005432,0.9477099776268004,0.9488599896430968,0.9438400268554688,0.9474999904632568,0.8029299974441528,0.8045200109481812,0.7965499758720398,0.8029699921607971,113.375,113.39700317382812,112.5770034790039,113.41699981689452,6.874100208282471,6.882999897003174,6.864999771118164,6.873700141906738,1.413699984550476,1.4160799980163574,1.4052000045776367,1.4139000177383425
2017-02-24 00:00:00+00:00,1.006160020828247,1.0073599815368652,1.0025299787521362,1.006119966506958,0.9447600245475768,0.9464100003242492,0.941789984703064,0.9447799921035768,0.796500027179718,0.8009700179100037,0.7954999804496765,0.7964199781417847,112.6760025024414,112.9499969482422,112.06400299072266,112.68199920654295,6.8643999099731445,6.8796000480651855,6.854499816894531,6.865499973297119,1.4075599908828735,1.40910005569458,1.4019999504089355,1.4079099893569946
2017-02-27 00:00:00+00:00,1.0089099407196045,1.0089099407196045,1.0054800510406494,1.008870005607605,0.9476100206375122,0.9476100206375122,0.9420999884605408,0.9476199746131896,0.8063300251960754,0.8071500062942505,0.8017500042915344,0.8064799904823303,112.17400360107422,112.46800231933594,111.93499755859376,112.18800354003906,6.901100158691406,6.901100158691406,6.856400012969971,6.900700092315674,1.4056999683380127,1.4068000316619873,1.401479959487915,1.4056899547576904
2017-02-28 00:00:00+00:00,1.0095000267028809,1.0098400115966797,1.0013200044631958,1.009469985961914,0.9449300169944764,0.9454799890518188,0.9409999847412108,0.9448000192642212,0.8040300011634827,0.805899977684021,0.801829993724823,0.8039000034332275,112.73400115966795,112.7969970703125,111.78350067138672,112.74500274658205,6.870200157165527,6.884300231933594,6.86269998550415,6.870100021362305,1.4052599668502808,1.4063199758529663,1.3973599672317505,1.4052799940109253
2017-03-01 00:00:00+00:00,1.0065799951553345,1.012789964675903,1.005489945411682,1.0066100358963013,0.9461399912834167,0.9509999752044678,0.9444599747657776,0.946150004863739,0.8077899813652039,0.8140199780464172,0.8062899708747864,0.8078799843788147,113.03399658203124,114.03800201416016,112.81400299072266,113.0770034790039,6.867000102996826,6.88539981842041,6.865099906921387,6.866399765014648,1.4064099788665771,1.4113500118255615,1.4028899669647217,1.406000018119812
2017-03-02 00:00:00+00:00,1.0103600025177002,1.0139299631118774,1.0092500448226929,1.0103100538253784,0.9491000175476074,0.952340006828308,0.948300004005432,0.9491400122642516,0.8149200081825256,0.8156099915504456,0.8126400113105774,0.8148499727249146,114.09700012207033,114.53600311279295,113.84700012207033,114.12100219726562,6.882400035858154,6.8902997970581055,6.874100208282471,6.882199764251709,1.4121299982070925,1.412919998168945,1.408400058746338,1.4119000434875488
2017-03-03 00:00:00+00:00,1.0131900310516355,1.0135999917984009,1.0094399452209473,1.0132299661636353,0.951610028743744,0.9520599842071532,0.9457399845123292,0.9514999985694884,0.8147000074386597,0.8185399770736694,0.8141000270843506,0.8146799802780151,114.322998046875,114.52400207519533,114.0749969482422,114.34200286865234,6.886899948120117,6.906899929046631,6.883999824523926,6.887599945068359,1.412269949913025,1.4165699481964111,1.411370038986206,1.4124900102615356
2017-03-06 00:00:00+00:00,1.007830023765564,1.011430025100708,1.006999969482422,1.007930040359497,0.94173002243042,0.9453399777412416,0.9400200247764589,0.9415799975395204,0.813510000705719,0.8165900111198425,0.8131999969482422,0.8130000233650208,113.8239974975586,113.91300201416016,113.5605010986328,113.84700012207033,6.896200180053711,6.904699802398682,6.840499877929688,6.896200180053711,1.409500002861023,1.411769986152649,1.4079999923706057,1.4092400074005127
2017-03-07 00:00:00+00:00,1.011970043182373,1.01691997051239,1.010699987411499,1.0120799541473389,0.9450700283050536,0.9469000101089478,0.9430400133132936,0.9452499747276306,0.8169999718666077,0.8216300010681152,0.8162999749183655,0.8167999982833862,113.91600036621094,114.14099884033205,113.73899841308594,113.91699981689452,6.895899772644043,6.905799865722656,6.88070011138916,6.896699905395508,1.4122899770736694,1.413249969482422,1.4085999727249146,1.4123400449752808
2017-03-08 00:00:00+00:00,1.0130000114440918,1.015339970588684,1.0124000310897827,1.0130599737167358,0.9461699724197388,0.9490100145339966,0.9455999732017516,0.9460600018501282,0.8194299936294556,0.8237199783325195,0.8185999989509583,0.8193699717521667,113.92400360107422,114.71600341796876,113.61799621582033,113.9260025024414,6.902599811553955,6.912799835205078,6.890200138092041,6.902299880981445,1.4107099771499634,1.4179999828338623,1.4088000059127808,1.4104100465774536
2017-03-09 00:00:00+00:00,1.014430046081543,1.0160399675369265,1.0125999450683594,1.01433002948761,0.9484000205993652,0.95006000995636,0.9421499967575072,0.948099970817566,0.8213899731636047,0.823639988899231,0.8199999928474426,0.8212000131607056,114.40599822998048,114.947998046875,114.36699676513672,114.41100311279295,6.9131999015808105,6.921800136566162,6.900100231170654,6.911900043487549,1.417099952697754,1.4210200309753418,1.4170000553131104,1.4169000387191772
2017-03-10 00:00:00+00:00,1.0121999979019165,1.0131700038909912,1.0080100297927856,1.0123300552368164,0.9450600147247314,0.9450600147247314,0.9372900128364564,0.9453200101852416,0.8223999738693237,0.8236600160598755,0.8205500245094299,0.8225499987602234,115.13899993896484,115.48799896240234,114.81500244140624,115.14900207519533,6.908899784088135,6.920899868011475,6.894999980926514,6.910200119018555,1.421049952507019,1.4213900566101074,1.4134800434112549,1.4211599826812744
2017-03-13 00:00:00+00:00,1.0098999738693235,1.0115900039672852,1.00600004196167,1.0095000267028809,0.9356300234794616,0.9383599758148192,0.9332000017166138,0.93545001745224,0.8216999769210815,0.8224599957466125,0.8162699937820435,0.8216000199317932,114.7750015258789,114.91200256347656,114.48300170898438,114.73200225830078,6.857999801635742,6.914500236511231,6.84660005569458,6.856599807739258,1.4131200313568115,1.4140900373458862,1.40910005569458,1.412350058555603
2017-03-14 00:00:00+00:00,1.0075700283050537,1.0100200176239014,1.0068999528884888,1.0074000358581543,0.9387900233268738,0.9409599900245668,0.9379000067710876,0.9388399720191956,0.8187000155448914,0.8255400061607361,0.8184000253677368,0.8192700147628784,114.91300201416016,115.1760025024414,114.56099700927734,114.91500091552734,6.914500236511231,6.924099922180176,6.904799938201904,6.913000106811523,1.4148999452590942,1.4156500101089478,1.4133299589157104,1.41552996635437
2017-03-15 00:00:00+00:00,1.0093300342559814,1.009600043296814,1.007200002670288,1.00941002368927,0.9422900080680848,0.942460000514984,0.9397609829902648,0.9422900080680848,0.8224599957466125,0.8226699829101562,0.8169000148773193,0.8225399851799011,114.65299987792967,114.88099670410156,114.5634994506836,114.65899658203124,6.914400100708008,6.922999858856201,6.903500080108643,6.914500236511231,1.4146000146865845,1.4157400131225586,1.4111000299453735,1.414800047874451
2017-03-16 00:00:00+00:00,0.9999399781227112,1.0003999471664429,0.9950000047683716,1.0,0.9312800168991088,0.9339600205421448,0.9305999875068665,0.9312800168991088,0.8141000270843506,0.8167099952697754,0.8083400130271912,0.814050018787384,113.4000015258789,113.52799987792967,112.91999816894533,113.4020004272461,6.9141998291015625,6.919099807739258,6.885700225830078,6.913599967956543,1.4016499519348145,1.4061100482940674,1.4007899761199951,1.4016900062561035
2017-03-17 00:00:00+00:00,0.9961100220680236,0.9984899759292604,0.9940999746322632,0.9961000084877014,0.9284600019454956,0.9319800138473512,0.9273859858512878,0.9280999898910522,0.809499979019165,0.8113300204277039,0.8065500259399414,0.8096399903297424,113.3479995727539,113.48999786376952,112.55149841308594,113.33999633789062,6.898200035095215,6.911300182342529,6.893899917602539,6.896699905395508,1.401419997215271,1.4036500453948977,1.399799942970276,1.4013700485229492
2017-03-20 00:00:00+00:00,0.9973599910736084,0.9985100030899048,0.9955999851226808,0.9973000288009644,0.930899977684021,0.930899977684021,0.9279019832611084,0.930840015411377,0.8077999949455261,0.8086599707603455,0.804099977016449,0.8074600100517273,112.66500091552734,112.88400268554688,112.46700286865234,112.67400360107422,6.903500080108643,6.908100128173828,6.860899925231934,6.904099941253662,1.401350021362305,1.401350021362305,1.395300030708313,1.4014999866485596
2017-03-21 00:00:00+00:00,0.998870015144348,0.9989100098609924,0.9927300214767456,0.9986000061035156,0.9313799738883972,0.9313799738883972,0.9243000149726868,0.9312999844551086,0.808650016784668,0.8101400136947632,0.8009799718856812,0.8086000084877014,112.5739974975586,112.85800170898438,111.83399963378906,112.572998046875,6.906499862670898,6.909599781036377,6.885799884796143,6.906000137329102,1.3969600200653076,1.399549961090088,1.39520001411438,1.397070050239563
2017-03-22 00:00:00+00:00,0.993399977684021,0.994570016860962,0.9882500171661376,0.993369996547699,0.9249600172042848,0.9279400110244752,0.9241499900817872,0.9248600006103516,0.8010900020599365,0.8044700026512146,0.799809992313385,0.8011500239372253,111.56300354003906,111.75399780273438,110.76499938964844,111.53199768066406,6.883800029754639,6.912300109863281,6.87690019607544,6.884900093078613,1.4012500047683716,1.4026999473571775,1.3971999883651731,1.40024995803833
2017-03-23 00:00:00+00:00,0.9922900199890136,0.9941099882125854,0.991100013256073,0.9919999837875366,0.9268100261688232,0.9284600019454956,0.9254999756813048,0.9267699718475342,0.801859974861145,0.8021199703216553,0.7982100248336792,0.8015999794006348,111.33399963378906,111.55799865722656,110.63200378417967,111.36900329589844,6.8831000328063965,6.892499923706055,6.877999782562256,6.882999897003174,1.3992999792099,1.4009499549865725,1.3978999853134155,1.3992999792099
2017-03-24 00:00:00+00:00,0.9932399988174438,0.9958699941635132,0.9905400276184082,0.9932199716567992,0.927299976348877,0.929229974746704,0.9248999953269958,0.9273099899291992,0.798799991607666,0.801859974861145,0.798799991607666,0.798799991607666,110.99199676513672,111.47599792480467,110.87999725341795,111.00399780273438,6.883999824523926,6.89769983291626,6.880099773406982,6.885799884796143,1.3994499444961548,1.4018800258636477,1.3982000350952148,1.3996299505233765
2017-03-27 00:00:00+01:00,0.987909972667694,0.9885600209236144,0.9814000129699708,0.9880499839782716,0.921999990940094,0.9225900173187256,0.91702002286911,0.9217000007629396,0.7991899847984314,0.7993000149726868,0.7926599979400635,0.7990700006484985,110.54299926757812,110.58000183105467,110.12100219726562,110.552001953125,6.85830020904541,6.880300045013428,6.845099925994873,6.853499889373779,1.395740032196045,1.3970500230789185,1.3904999494552612,1.3957300186157229
2017-03-28 00:00:00+01:00,0.9856500029563904,0.9868000149726868,0.9830999970436096,0.9857699871063232,0.92058002948761,0.9219200015068054,0.9196000099182128,0.9207299947738647,0.7961900234222412,0.7996900081634521,0.7938600182533264,0.7963100075721741,110.74700164794922,110.81300354003906,110.20700073242188,110.77100372314452,6.870800018310547,6.889200210571289,6.867400169372559,6.872099876403809,1.3941800594329834,1.3951900005340576,1.3914999961853027,1.3942500352859497
