,TALUSD
631,1.1393349956811356
632,1.1413647003516232
633,1.139546889391569
634,1.1334095044914885
635,1.1283943306245565
636,1.126340119795465
637,1.115131806732527
638,1.1153321652208514
639,1.1153788763336843
640,1.115746606002117
641,1.1180533869653655
642,1.115248911340447
643,1.1125343310254494
644,1.1070174961624355
645,1.1068020216835621
646,1.1126209964815315
647,1.1093736045663218
648,1.1068398672616582
649,1.109275087787928
650,1.1073749237190353
651,1.1065138976127726
652,1.1016331680084817
653,1.1028547620125704
654,1.1047186917963692
655,1.1020625932717094
656,1.115874338857414
657,1.11815736967573
658,1.1136922212382363
659,1.1162475719634932
660,1.1225735127346932
661,1.1184646950758999
662,1.1208362402207643
663,1.1193449167351988
664,1.1144450109869668
665,1.1142108476618062
666,1.106214170674573
667,1.112195202039147
668,1.1166802163225698
669,1.1168132887249853
670,1.114602978723423
671,1.1190658438023928
672,1.1172257010458515
673,1.1155865377091305
674,1.1129941565489656
675,1.121743379830021
676,1.1182080520795972
677,1.1154264889640055
678,1.1122711685458926
679,1.1135477016842943
680,1.1086900419320234
681,1.115266407378464
682,1.113799708869163
683,1.1143122134954078
684,1.1177826069008812
685,1.1125118417814528
686,1.111105943371559
687,1.115191931391141
688,1.1175540407551752
689,1.1175987887180248
690,1.1192774261915406
691,1.111177416172986
692,1.1176586507297133
693,1.1194563635716144
694,1.1308712970987533
695,1.1396757859639657
696,1.1381066741528059
697,1.1489129828772215
698,1.157384148372454
699,1.1558874299580226
700,1.16906722713033
701,1.1653921904874365
702,1.1549791651946701
703,1.1517135613999558
704,1.1523152758361994
705,1.1564687735656325
706,1.1597266941515332
707,1.1500238771531184
708,1.1537312274748084
709,1.1579698000572387
710,1.1559305638934543
711,1.1462525028053427
712,1.1500924677863846
713,1.147126312687731
714,1.150916993749597
715,1.1590364223328598
716,1.1617115349789406
717,1.162033310783015
718,1.1642560674116345
719,1.1600336334763188
720,1.1694624982446347
721,1.1669559172810096
722,1.1613416017771079
723,1.1586467504441487
724,1.1659591879668774
725,1.1781773176084138
726,1.1759934572944692
727,1.1711612246902334
728,1.1696636083067764
729,1.1621213326115027
730,1.1603292515024828
731,1.1608281663142257
732,1.1696593907577117
733,1.1711195341565197
734,1.1742411907569872
735,1.1717201445007919
736,1.17190468773092
737,1.1747045385771153
738,1.1749340618741544
739,1.1795146013549547
740,1.1823264141168104
741,1.1860415118129073
742,1.184895165118543
743,1.1764565808933851
744,1.1705765911901482
745,1.1743815008368836
746,1.176150363231654
747,1.1824237552012204
748,1.1784478265140568
749,1.1768929451083285
750,1.166830362389409
751,1.1720152114389386
752,1.1736943186992121
753,1.175739292562252
754,1.186500212407357
755,1.19709005223952
756,1.2006004546901914
757,1.196692123465193
758,1.1921447707388795
759,1.1880624171887109
760,1.1916056312404755
761,1.182468039147154
762,1.180457511416227
763,1.1864051318545057
764,1.1827853706998972
765,1.1807929360373162
766,1.18048579637406
767,1.1810592984384476
768,1.1748301990824435
769,1.1709697273851705
770,1.1703141468501301
771,1.1710241482527146
772,1.1648444263895261
773,1.163630878119342
774,1.1668005686974967
775,1.1588052102000808
776,1.156095770985674
777,1.1579588908047755
778,1.1607826007387048
779,1.1603459023988445
780,1.1786775950034716
781,1.1784372007314556
782,1.1793572685843834
783,1.1854071715354668
784,1.1838212701345538
785,1.181889126201525
786,1.185291284733413
787,1.18254970808005
788,1.185678630856586
789,1.1890374722689263
790,1.1915050848534907
791,1.1931710533424402
792,1.1863427659104127
793,1.1898805132315005
794,1.1884090137001042
795,1.1918736973225572
796,1.1835057410982996
797,1.1828971976402658
798,1.1873594665114429
799,1.1830962824404705
800,1.190626018598819
801,1.1934333367088876
802,1.1908895665519559
803,1.1937225769252846
804,1.1921958700809618
805,1.1920908474936387
806,1.18831822063962
807,1.1799471586887644
808,1.1840091016510907
809,1.1809595582091417
810,1.177609900806575
811,1.1780560246217255
812,1.176236254608285
813,1.172758095633139
814,1.177359836996764
815,1.1733131764774227
816,1.173810381829363
817,1.1757683767969165
818,1.1787728472567944
819,1.1813734976840746
820,1.1957017122014657
821,1.195038571663948
822,1.2031071558675592
823,1.1979565970218695
824,1.1968465011043474
825,1.1882845656650731
826,1.1860260712788253
827,1.1891269695101239
828,1.1948693692172747
829,1.1933587469099116
830,1.1944701597134257
831,1.1933186479240458
832,1.2016859576786127
833,1.2000945501923876
834,1.2063939900813772
835,1.2001097090032045
836,1.1996062957083247
837,1.1990664988113586
838,1.1948933106379536
839,1.1936769883177498
840,1.1878081109746212
841,1.1869634191570477
842,1.1807585824132962
843,1.1801095325501407
844,1.184637144569511
845,1.1829159225770407
846,1.1852343021454246
847,1.1967511234175228
848,1.19605019442191
849,1.1926194091430697
850,1.1892894380337415
851,1.1895471687414199
852,1.1860235923062965
853,1.1889008729155437
854,1.1874319218149665
855,1.1828374132136874
856,1.1844678426516881
857,1.183690981577242
858,1.1921713569281387
859,1.1944193408733519
860,1.1931030688749913
861,1.1954669574658459
862,1.1923275455013804
863,1.1897630532845513
864,1.1899275103879423
865,1.187438435337916
866,1.1837786813418836
867,1.1722192698518359
868,1.1721925289876538
869,1.164790293405318
870,1.167384492570989
871,1.1635882552954193
872,1.1585013795316428
873,1.155922902120078
874,1.1592022903986765
875,1.154686093850731
876,1.1563660699918037
877,1.1574830124222961
878,1.1598472153565136
879,1.1562028496702146
880,1.1544549083707516
881,1.1520951146208873
882,1.1543233302680387
883,1.154642245056797
884,1.1514855400696606
885,1.1592649761188771
886,1.156236048853738
887,1.164767492684434
888,1.171722606448069
889,1.17187344668859
890,1.1741915452693075
891,1.1625459829752272
892,1.1585150638238069
893,1.15467223609739
894,1.1495808923734259
895,1.1402266777637398
896,1.1320441697321306
897,1.1299948762197538
898,1.131995779854981
899,1.1220080071811533
900,1.1178805611136873
901,1.1202572346022819
902,1.118652429908603
903,1.1141842051717075
904,1.1071722317685455
905,1.1079493060493983
906,1.1134213919408547
907,1.1131394411363258
908,1.1059521137213053
909,1.108000234832675
910,1.1122693161071708
911,1.0953461745042972
912,1.1104477943735687
913,1.1137184756225562
914,1.1068045275407656
915,1.1007209391633397
916,1.1054535150285356
917,1.10332061668155
918,1.0978481620866047
919,1.0834832613645209
920,1.0866104356466157
921,1.0863167190362024
922,1.0835568486633032
923,1.0848509197184089
924,1.0844413160640198
925,1.084997950333357
926,1.0861317563342128
927,1.0856605879378045
928,1.0925059365205747
929,1.0926293491374142
930,1.0817569677481338
931,1.0888642931076606
932,1.094359380202272
933,1.1066035730608947
934,1.0984059929930623
935,1.102484291629881
936,1.1033407202462826
937,1.1062199723406605
938,1.109857170871913
939,1.1089529291500824
940,1.1099039978294538
941,1.12156818140898
942,1.116948555976755
943,1.1130270695477833
944,1.1160622200140555
945,1.1236820534795426
946,1.1207953667504447
947,1.1198662031989048
948,1.1138246716386837
949,1.112634749523408
950,1.1160929458154616
951,1.12450874835951
952,1.1223431133167516
953,1.1246007994729117
954,1.1262105629126897
955,1.129290561691159
956,1.1257995933612464
957,1.1283718862968835
958,1.123936761902322
959,1.1230131432058046
960,1.1185242083498368
961,1.1179374467792615
962,1.1197217469463043
963,1.1261190686371012
964,1.1235875012722327
965,1.1230174887640996
966,1.1193989151541601
967,1.1195410926224014
968,1.1263252923551208
969,1.127300239894272
970,1.1268874813699754
971,1.1247560537571177
972,1.1210127626711488
973,1.1152958820285528
974,1.1187923173349121
975,1.1163537650690543
976,1.1136717012526243
977,1.1095759888982926
978,1.1092356244429507
979,1.1116421688081397
980,1.111493245527777
981,1.1107186983278834
982,1.1164170273248875
983,1.1251800992824161
984,1.1252839648850759
985,1.125479692661316
986,1.1337244940649198
987,1.1342013671447089
988,1.1338382673553584
989,1.134074257555692
990,1.1396096288837447
991,1.1364257908187754
992,1.1341387014060968
993,1.1290841208741709
994,1.129929315934171
995,1.1315719414428855
996,1.1320106313560858
997,1.1305658811191102
998,1.1294783801021548
999,1.1279232462800188
1000,1.1275934393106362
1001,1.1347139990802064
1002,1.1385091610004752
1003,1.1389243371786222
1004,1.1466467037131418
1005,1.1428503941684407
1006,1.1421065051792905
1007,1.1449371588401032
1008,1.1446677265794747
1009,1.142878462959366
1010,1.1414298526762503
1011,1.1407960428524768
1012,1.1415105877433804
1013,1.13945639337127
1014,1.1352479565240712
1015,1.1344752185053382
1016,1.1345934832791535
1017,1.1303089237871067
1018,1.1250486717235144
1019,1.1249641046127588
1020,1.1263246375095857
1021,1.1304768254113122
1022,1.1328547154301412
1023,1.1377588675254178
1024,1.1507458622749698
1025,1.1452797978146319
1026,1.1507191741167813
1027,1.1526557329705829
1028,1.1486551577411388
1029,1.1496138443536856
1030,1.1504719060199275
1031,1.1527840723640652
1032,1.1516015256196261
1033,1.1580871037130716
1034,1.1553515680350077
1035,1.161585896351322
1036,1.1614645974504052
1037,1.1672017715854897
1038,1.1652266507971591
1039,1.1594052597269011
1040,1.1566766813383773
1041,1.1570056975138368
1042,1.1568838839700384
1043,1.1598740868990352
1044,1.150652490833246
1045,1.1524174957139386
1046,1.1474271949643529
1047,1.1456649340040832
1048,1.1476164489643024
1049,1.1478717914899494
1050,1.1514922853468246
1051,1.1477838590209892
1052,1.1533828343843862
1053,1.1558447988052492
1054,1.158912633576328
1055,1.1576195087976717
1056,1.1480117441384208
1057,1.1485685094972007
1058,1.1484398157669584
1059,1.1512689758411336
1060,1.1457074506068319
1061,1.1461286339548271
1062,1.1484439030074283
1063,1.1498677735276102
1064,1.149366065503156
1065,1.1553936619505893
1066,1.1573143699302277
1067,1.1634737317723591
1068,1.162352954008809
1069,1.1655042501523163
1070,1.1704294337230914
1071,1.1703603653653945
1072,1.1681652713172364
1073,1.1724120093465127
1074,1.1704981487066783
1075,1.1754591234784921
1076,1.1787469488354532
1077,1.1795953834926627
1078,1.1793119537242458
1079,1.1802762046503856
1080,1.1731675962696284
1081,1.1737063928109819
1082,1.1726585876632007
1083,1.1795572149692906
1084,1.1844402526111943
1085,1.1856782790559401
1086,1.1816169656164492
1087,1.1763245494067955
1088,1.178692326677708
1089,1.1812652059240119
1090,1.182550899948693
1091,1.1861958138792608
1092,1.1816667805632948
1093,1.1848641241374958
1094,1.1833311190942821
1095,1.189731999903997
1096,1.1975464061139245
1097,1.1965193236954201
1098,1.192154505059817
1099,1.1957909532543733
1100,1.1959198958492647
1101,1.2013407791262467
1102,1.2051029190807554
1103,1.2038262095869958
1104,1.212449821882563
1105,1.2152968405134368
1106,1.2042565443534177
1107,1.2028199105272397
1108,1.198360857768001
1109,1.2005797288453766
1110,1.200883410059631
1111,1.1954694322417048
1112,1.196206825386017
1113,1.1933540541113916
1114,1.1895414980086152
1115,1.1907847663772264
1116,1.190263711640222
1117,1.1851046199542787
1118,1.1792882257977206
1119,1.1813386817058231
1120,1.1821125910102757
1121,1.1759254299890711
1122,1.1751572620072306
1123,1.1733048386411715
1124,1.1742956947974115
1125,1.1774822250573116
1126,1.184469499595149
1127,1.1843946471118967
1128,1.185662555844491
1129,1.187824455308785
1130,1.1862040778455438
1131,1.180308452501307
1132,1.1785053459588737
1133,1.1820047381390484
1134,1.1764377722992931
1135,1.1751994497510658
1136,1.1734960569328186
1137,1.1760645010239126
1138,1.1678747664828764
1139,1.1674246124371614
1140,1.170975224664047
1141,1.1697967054049976
1142,1.1697331847312593
1143,1.1705146021416526
1144,1.166364749016394
1145,1.1704453106891124
1146,1.1678329505144858
1147,1.1698428358764854
1148,1.1729215158804216
1149,1.1698699816560811
1150,1.170961833693817
1151,1.1769216552116362
1152,1.1763043079651425
1153,1.1756445899907817
1154,1.1820046756687452
1155,1.1752827677784388
1156,1.1769833555363252
1157,1.1854318520182754
1158,1.1871086361146512
1159,1.1879185854480354
1160,1.18876807745183
1161,1.1854225794728244
1162,1.1836567660230042
1163,1.181869362548732
1164,1.184890463762662
1165,1.18131696426796
1166,1.1777533175949653
1167,1.177105615666645
1168,1.1724607548110904
1169,1.1706697974834992
1170,1.1699992822432588
1171,1.1679411666216581
1172,1.1739312966060602
1173,1.1749204649166507
1174,1.17376287401195
1175,1.1763454343509356
1176,1.1779527538200676
1177,1.1796502128419255
1178,1.1793375766263163
1179,1.181349753434973
1180,1.1857552646774112
1181,1.1906138941164184
1182,1.1971851660180577
1183,1.2020009830455094
1184,1.199759225790965
1185,1.2022697327969838
1186,1.201272927613523
1187,1.198432874723357
1188,1.1945803060420024
1189,1.1993941599102484
1190,1.2034199133717478
1191,1.2140991090195206
1192,1.2193784866503907
1193,1.2188425287368798
1194,1.2149746133413641
1195,1.2169355349772393
1196,1.2177620924075416
1197,1.2194988235796798
1198,1.2228591159589037
1199,1.2353776986920262
1200,1.2367570356457158
1201,1.239031277279236
1202,1.2329318132996385
1203,1.2346452378144626
1204,1.236358534331325
1205,1.2400592783092397
1206,1.233924634424673
1207,1.233575851246759
1208,1.2308515932013613
1209,1.22387416099658
1210,1.2244994144472177
1211,1.2247466620765977
1212,1.2263278449057788
1213,1.2303840288752734
1214,1.2411495792437315
1215,1.244724243594733
1216,1.2413488976131017
1217,1.2389165381586316
1218,1.2315062484524966
1219,1.228149711490457
1220,1.232614771424287
1221,1.231294225752489
1222,1.2328042303077344
1223,1.226542912396526
1224,1.2243381051165547
1225,1.2240711714278947
1226,1.2305057251646343
1227,1.2297845337304065
1228,1.237894829844156
1229,1.2343182344512649
1230,1.228486953690794
1231,1.2282523859517132
1232,1.229993128009451
1233,1.2339452995905167
1234,1.2331715008154642
1235,1.2290148617009289
1236,1.2282677555600454
1237,1.2299607544956666
1238,1.2254376604244865
1239,1.2326639295281434
1240,1.234295400594808
1241,1.2422902375464533
1242,1.2460090653116567
1243,1.2415369108216765
1244,1.23131082559808
1245,1.2310459128349431
1246,1.232042319609119
1247,1.2321739551379598
1248,1.2270567096857845
1249,1.2302994780027745
1250,1.2335640097134704
1251,1.236543211388832
1252,1.2408284274750563
1253,1.2339218015093862
1254,1.2364164767929584
1255,1.237953345417865
1256,1.2376441534651215
1257,1.2378473529527547
1258,1.234904851123039
1259,1.2299129112751082
1260,1.2209948931348666
1261,1.2240565809508352
1262,1.2173181147582752
1263,1.213086402561992
1264,1.2160945347008347
1265,1.2126219698343157
1266,1.2045785997779286
1267,1.2029349441797335
1268,1.2067360755529744
